EntrezGeneID	CT22	CT23	CT24	CT48	CT50	CTH26	CTH28	CTH46	CTH47	CTH49
113845	4.69	4.43	3.8	3.85	3.92	3.82	3.84	3.8	3.67	3.9
113846	1.98	2.26	1.87	1.97	1.83	1.79	2	1.53	1.89	2.48
113847	7.4	7.11	6.69	6.46	6.78	6.87	6.79	6.79	6.78	7.02
113848	2.95	3.24	3.47	3.17	2.88	2.88	2.97	3.18	2.59	2.91
113849	1.72	1.92	2.02	1.75	1.91	1.45	1.43	1.97	1.43	1.5
113850	5.08	4.81	3.89	3.93	3.92	3.8	4.23	3.58	4.36	3.83
113851	2.88	3.01	2.84	2.92	3.05	2.82	2.71	2.51	2.6	2.49
113852	3.42	3.81	2.91	3.62	3.58	3.4	3.22	3.65	3.72	3.83
113853	2.72	2.93	2.91	2.84	2.82	3.2	2.32	3	3.03	3.38
113854	5.67	5.64	5.33	5.56	5.27	5.49	5.3	5.28	5.24	5.36
113855	3.51	3.54	3.32	3.19	3.59	3.72	3.6	3.57	3.26	3.42
113856	4.51	4.02	4.12	4.35	5.16	4.25	4.26	4.37	4.49	4.33
113857	5.09	4.4	4.4	4.14	4.22	4.4	4.51	4.5	4.53	4.06
113858	6.53	6.5	6.39	6.23	6.48	6.33	6.49	6.02	6.33	6.31
113859	1.46	1.42	1.51	1.86	1.52	1.72	1.53	1.72	1.72	1.51
113860	2.21	1.74	1.76	2.17	1.45	1.94	1.54	1.84	1.98	1.47
113862	4.08	3.61	3.21	3.35	3.48	3.74	3.66	3.46	3.22	3.93
113863	3.53	3.43	3.56	3.85	3.5	3.57	3.61	3.42	3.04	3.52
113864	3.52	3.53	3.75	4.08	4.44	3.56	3.54	4.32	4.26	4.27
113865	4.77	4.56	3.15	3.83	3.61	3.79	3.58	3.71	3.73	3.82
113868	6.26	6.39	6.26	6.59	6.43	6.17	6.5	6.18	6.4	6.35
113875	5.82	5.98	5.68	6.01	5.72	5.79	5.98	5.63	5.85	5.86
114128	9.47	9.51	9.69	9.69	9.55	9.18	9.05	8.89	9.21	9.12
114141	5.21	4.97	4.89	4.77	4.61	5.15	4.93	4.93	4.94	4.97
114142	6.53	6.62	6.59	6.51	6.72	6.46	5.97	5.44	5.87	5.64
114143	9.41	9.49	9.59	9.55	9.38	9.35	9.53	9.69	9.68	10.02
114228	4.71	4.84	4.53	4.52	4.54	4.54	4.49	4.44	4.37	4.14
114229	6.64	6.45	6.38	6.63	6.51	6.39	6.31	6.01	6.28	6.38
114230	5.25	5.38	5.11	5.49	5.15	5.18	5.4	5.28	5.06	5.34
114249	11.14	11.17	11.14	11.22	11.21	10.96	10.38	10.25	10.34	9.83
114255	6.92	7.15	7.01	7.01	6.65	7	6.77	6.5	6.83	6.69
114301	9.16	8.96	9.06	9.32	9.28	9.29	8.34	7.83	8.36	7.81
114304	6.16	5.58	5.97	6.01	5.83	6.01	5.62	5.48	6.05	5.45
114332	11.45	11.91	11.59	11.88	11.88	12.32	11.77	11.16	11.76	11.55
114479	6.17	6.27	6.29	6.04	6.09	6.12	6.05	5.94	5.77	5.97
114564	6.01	6.27	5.84	6.08	6.18	6.02	6.53	6.28	5.99	6.73
114565	7.72	7.67	7.68	7.51	7.73	7.76	7.5	7.54	7.45	7.78
114566	5.6	5.36	5.53	5.43	5.64	5.59	5.48	5.62	5.39	5.56
114570	5.71	5.82	5.54	5.74	5.58	5.75	5.62	5.49	5.62	5.35
114584	8.26	8.4	8.43	8.51	8.49	8.72	9.34	9.4	9.37	9.56
114585	6.19	5.98	5.94	6.12	6.11	6.12	6.34	6.26	6.18	6.29
114600	2.64	2.49	2.73	3.15	2.49	2.75	2.6	2.36	2.11	2.25
114601	6.88	6.93	6.99	7.05	7.07	7.15	7.47	7.81	7.65	7.9
114602	6.76	6.47	6.86	6.61	6.55	6.32	6.13	5.24	6.57	5.39
114604	6.56	6.41	6.24	6.3	6.45	6.28	6.3	6.31	6.33	6.37
114606	6.03	6.09	5.93	6.02	5.78	5.89	5.96	5.65	5.89	5.66
114615	7.16	7.01	7.28	7.24	7.26	7.08	7.1	7.17	6.96	6.98
114640	6.12	5.79	5.86	5.82	5.94	6.16	5.84	5.75	5.92	5.9
114641	6.81	6.44	6.59	6.33	6.53	6.49	6.6	6.72	6.42	6.7
114642	4.6	4.8	4.67	4.8	4.84	4.67	4.43	4.55	4.52	4.63
114643	5.9	5.84	5.78	6.03	6.01	6.01	6.45	6.2	5.94	6.33
114644	6.17	6.12	5.92	6.08	6.17	6.15	6.3	6.68	6.77	6.12
114652	5.56	5.19	5.09	5.12	5.08	5.2	5.32	4.81	4.92	5.24
114654	5.73	5.35	5.26	5.61	5.59	5.33	5.24	5.18	5.4	5.4
114660	5.37	5.29	5.03	5.22	5.12	5.26	4.86	5.01	5.19	5.24
114661	5.36	5.1	5.02	4.77	5.18	5.1	5.15	4.69	5.09	4.89
114662	5.47	5.49	5.31	4.94	5.11	5.19	5.27	5.16	5.05	5.42
114663	6.33	6.22	6.31	6.14	6.07	6.32	6.57	6.78	6.76	6.65
114664	8.88	9.04	8.9	8.92	8.93	8.71	8.44	8.41	8.29	8.33
114666	6.52	6.15	5.98	6.39	6.3	6.14	5.91	6.04	5.84	6.04
114668	5.51	5.71	5.29	5.19	5.34	5.79	5.39	5.35	4.93	5.47
114670	6.73	7.14	7.13	6.75	7.46	5.4	6.11	6.43	5.9	5.44
114671	5.33	5.76	5.77	5.54	5.34	5.82	5.74	5.45	5.38	4.93
114672	6	6.39	6.27	6.43	6.53	6.48	6.19	6.27	6.49	6.39
114673	4.98	4.69	4.75	5.12	4.7	4.83	4.35	4.42	4.71	4.79
114674	6.34	6.82	6.78	6.74	6.87	6.8	6.8	6.86	6.72	6.73
114675	4.5	4.62	4.12	4.14	3.94	4.29	4.29	4.57	4.22	4.16
114676	4.39	4.44	4.49	4.57	4.65	4.37	3.96	4.26	3.99	4.41
114679	6.84	7.19	7.31	7.22	7.19	6.94	7.24	7.45	7.33	7.19
114712	4.89	4.52	4.66	4.77	4.38	4.19	4.7	4.5	4.48	4.62
114713	8.09	8.1	8.14	8.03	8.05	8.21	8.08	8.04	7.94	7.99
114714	6.57	6.43	6.3	6.39	6.18	6.1	6.63	6.47	6.41	6.39
114715	8.66	8.62	8.6	8.69	8.54	9.06	8.77	8.86	8.61	8.8
114716	7.79	8.12	8.02	7.81	7.86	7.87	7.46	7.3	7.39	7.37
114741	9.08	9.04	9.21	9.01	9.13	9.42	9.37	9.32	9.16	9.19
114763	5.71	5.57	5.55	5.49	5.54	5.87	5.55	5.43	5.24	5.19
114774	8.04	8.21	7.96	7.79	7.79	8.26	7.66	7.7	7.57	7.71
114863	7.9	8.04	8.01	8.01	7.94	7.93	7.98	8.06	8.17	8.28
114868	2.6	2.1	3.27	1.97	2.62	3.25	2.8	2.58	2.78	2.45
114871	3.82	4.22	3.88	4.54	3.9	4.12	3.85	4	3.78	3.76
114872	6.08	5.84	5.39	5.72	5.9	6.08	5.61	5.83	5.57	5.48
114873	5.52	5.42	5.52	5.4	5.29	5.53	5.6	5.43	5.3	5.65
114874	8.87	8.77	8.91	9	8.96	9	9.58	9.38	9.24	9.67
114875	3.6	3.81	3.66	4.01	3.74	3.71	3.5	3.81	3.69	3.56
114886	8.57	8.56	8.76	8.93	8.9	9.13	8.68	8.62	8.93	8.56
114889	5.16	4.83	4.61	4.1	4.76	4.91	4.71	4.59	4.96	4.78
114893	5.57	5.78	5.6	5.4	5.54	5.58	5.69	5.64	5.33	5.54
114896	7	6.9	7.2	7.25	7.23	7.46	7.59	7.54	7.51	7.49
116701	7.18	7.2	7.03	7.13	7.18	7.12	6.73	6.94	6.88	6.81
116732	2.93	2.99	2.79	3.05	2.81	2.93	2.91	2.91	2.86	3.04
116733	7.6	7.75	7.68	7.8	7.67	7.88	7.7	7.71	7.63	7.85
116746	2.95	3.48	3	3.46	3.1	2.75	2.57	3.38	3.01	2.97
116748	7.84	7.96	7.93	7.94	8.01	7.57	7.89	8.01	7.94	7.92
116810	5.93	5.93	5.73	5.67	5.75	5.54	5.97	5.69	6.36	5.68
116811	4.15	4.38	3.81	4.05	4.12	4.26	4.01	4.44	3.98	4.42
116837	5.94	5.57	5.7	5.49	5.61	5.68	5.46	5.46	5.39	5.4
116838	4.86	5.21	4.69	4.69	4.56	4.45	4.49	4.52	4.67	4.51
116847	11.93	11.92	11.82	11.9	11.86	11.04	10.92	10.77	10.75	10.71
116848	8.81	8.76	8.91	8.99	8.89	8.89	8.94	8.99	8.94	9.07
116849	1.55	1.49	1.8	1.45	1.57	1.47	1.73	1.23	1.84	1.81
116852	3.51	3.04	2.98	3.76	2.8	2.49	2.83	3.01	3.01	2.21
116870	8.5	8.48	8.52	8.4	8.26	8.49	8.4	8.6	8.53	8.39
116871	8.53	8.7	8.73	8.71	8.91	8.81	9.25	9.09	9.09	9.02
116872	2.83	3.03	2.83	2.95	2.72	2.72	3	3.11	2.8	3.35
116873	9.23	9.31	9.22	9.24	9.13	9.31	8.98	8.96	8.98	8.74
116891	7.23	7.19	7.32	7.45	7.34	7.41	7.5	7.35	7.3	7.51
116903	5.45	5.39	5.35	5.18	5.52	5.5	5.64	5.6	5.62	5.4
116904	5.77	5.5	5.5	5.32	5.52	5.73	5.49	5.45	5.47	5.51
116905	7.21	6.97	7.17	7.19	7.15	7.07	7.03	7.08	7.21	7.22
116911	5.22	5.82	5.27	5.17	5.56	5.63	5	4.78	5.1	5.13
116913	2.37	2.51	2.06	2.5	2.52	2.01	2.86	1.96	2.82	2.76
116914	6.69	6.91	6.82	6.9	6.78	7.09	7.06	7.29	7.16	6.94
116939	6.31	5.87	5.57	5.78	5.78	6	5.94	6.05	5.85	6.01
116940	8.35	8.47	8.4	8.33	8.46	8.54	8.58	8.66	8.44	8.7
116972	9.07	9.14	8.99	9.19	9.12	9.19	9.08	8.83	8.99	8.89
117004	3.93	3.92	3.79	4.03	4.05	3.92	3.81	3.96	3.89	3.79
117005	2.8	2.48	2.32	2.55	2.47	3	2.55	2.53	2.69	2.29
117066	4.96	4.69	4.64	4.06	4.5	4.6	4.68	4.65	4.61	4.26
117109	6.91	6.81	7.06	6.84	6.67	6.86	6.61	7.22	6.95	6.96
117146	8.48	8.37	8.53	8.65	8.51	8.69	8.56	8.64	8.63	8.36
117147	5.6	5.47	5.72	5.72	5.28	5.61	5.36	4.89	5.97	5.04
117148	5.51	5.27	5.14	4.9	4.94	5.28	5.05	4.98	5.05	5.12
117149	7.42	7.75	7.48	7.54	7.62	7.55	7.62	7.84	7.71	7.82
117150	7.49	7.49	7.59	7.62	7.54	7.58	7.47	7.48	7.52	7.59
117158	10.46	10.19	10.57	10.33	10.26	10.35	8.98	7.6	9.59	6.9
117167	6.57	6.8	6.87	6.92	6.75	7.39	8.64	8.84	8.52	7.95
117170	5.46	5.44	5.1	5.18	4.8	5.14	4.7	5.17	5.19	5.12
117171	6.77	6.69	6.62	6.67	6.64	6.62	6.59	6.78	6.85	7.06
117172	2.59	2.96	2.72	3.14	2.21	2.69	2.44	2.6	3.28	2.58
117197	6.15	6.14	6.15	6.26	5.98	6.17	6.35	6.43	6.33	6.52
117198	9.79	9.48	9.95	9.76	9.81	10	9.63	9.4	9.49	9.03
117229	7.43	7.37	7.58	7.43	7.39	7.37	6.31	5.98	6.68	5.62
117586	5.1	4.96	4.91	4.51	5	4.75	4.76	4.71	4.25	4.87
117589	7.08	7.28	7.29	7.45	7.28	7.31	7.23	7.15	7.18	7.24
117590	5.44	5.53	5.16	5.04	5.11	5.39	5.22	5.33	5.41	5.24
117591	5.76	5.52	6.07	6.08	6.13	6.33	6.15	6.53	6.32	6.1
117592	6.28	6.24	6.36	6.39	6.29	6.21	6.37	6.16	6.3	6.38
117599	6.33	6.67	6.72	6.9	6.96	6.97	7.42	7.49	7.32	7.38
117600	7.51	8.06	8	7.93	7.82	8.07	7.48	7.4	7.38	7.24
117606	7.99	8.14	8.18	8.09	8.02	8.13	7.89	7.83	7.94	7.71
118445	6.84	6.64	6.64	6.63	6.51	6.61	6.64	6.65	6.64	6.77
118446	4.95	4.72	4.94	4.41	4.83	5.41	4.9	4.85	4.65	4.76
118449	7.17	6.69	7.08	7.25	6.96	7.14	6.7	6.32	6.73	6.43
118451	6.3	6.42	6.42	6.35	6.52	6.38	6.6	6.53	6.69	6.55
118452	5.2	5.38	5.19	4.62	5.44	5.16	5.2	5.33	5.11	5.21
118453	7.09	7.06	7.3	7.16	6.99	6.75	6.32	6.52	6.37	6.35
118454	5.85	5.45	5.77	5.84	5.7	5.73	5.61	5.53	5.62	5.75
121021	6.83	6.68	6.89	6.7	6.52	6.76	6.68	6.94	6.64	6.44
140474	7.25	7.29	7.57	7.63	7.29	7.61	8.38	7.63	8.82	8.24
140475	6.23	6.07	5.82	5.63	5.6	5.84	5.96	5.74	5.59	5.63
140476	5.42	5.21	4.78	4.84	5.08	4.93	4.96	4.98	5.14	4.88
140477	5.72	5.47	5.73	5.38	5.5	5.54	5.67	5.37	5.06	5.54
140481	8.21	8.17	8.45	8.45	8.14	8.08	8.22	8.4	8.29	7.87
140482	6.91	6.95	6.9	6.77	6.79	6.56	6.59	6.65	6.82	6.53
140483	7.77	8.37	8.11	8.41	8.2	7.98	7.87	6.64	7.33	7.36
140484	6.77	6.74	6.78	6.66	6.71	6.72	6.72	6.77	6.8	6.6
140486	5.35	5.42	5.29	5.64	5.42	5.52	5.62	5.64	5.37	5.13
140488	5.42	5.44	5.29	5.26	5.62	5.04	5.61	5.73	5.54	5.82
140489	5.25	5.01	5.01	4.64	5.03	5.21	4.94	4.89	5.1	4.67
140491	5.62	5.94	6.01	5.97	6.05	6.38	5.96	6.56	5.84	6.25
140492	5.68	5.54	5.73	5.6	5.73	5.09	5.2	4.99	5.25	4.97
140493	7.32	7.6	7.66	7.77	7.46	6.67	6.84	6.56	6.81	6.09
140494	5.58	5.92	6.1	5.87	5.87	5.94	5.97	5.73	5.93	6
140497	4.71	4.85	5.16	5.03	5.49	5.01	6.65	7.28	6.16	6.9
140498	4.05	4.12	3.84	3.69	4.05	3.88	3.78	3.65	3.79	3.95
140499	6.48	6.01	6.33	6.33	6.17	6.45	6.44	6.5	6.54	6.63
140500	6.97	6.96	7.33	7.14	7.15	7.16	6.97	7.24	7.08	6.97
140546	7.55	7.48	7.65	7.63	7.58	7.65	7.59	7.59	7.63	7.45
140557	4.36	4.42	4.5	4.19	4.44	4.69	4.44	4.43	4.46	4.36
140559	5.42	5.37	5.57	5.43	5.45	5.51	5.64	5.71	5.72	5.65
140570	9.51	9.35	9.49	9.6	9.41	9.45	9.75	9.92	9.78	9.82
140571	5.6	5.76	5.37	5.26	5.6	5.46	5.46	5.28	4.88	5.46
140577	5.98	5.68	5.95	5.77	5.77	5.68	5.81	5.71	5.68	5.76
140579	8.38	8.76	8.69	8.77	8.61	8.44	8.63	8.78	8.57	8.72
140580	9.25	9.22	9.37	9.18	9.24	9.23	9.4	9.46	9.34	9.29
140630	8.65	8.7	8.68	8.73	8.7	8.49	8.55	8.34	8.42	8.6
140703	6.56	6.45	6.65	6.69	6.53	6.7	6.29	6.63	6.55	6.29
140709	6.96	6.71	6.66	6.29	6.44	6.68	6.56	6.23	6.25	6.45
140721	7.6	7.88	7.81	7.61	7.49	7.52	7.16	7.32	7.54	7.34
140723	6.04	5.91	5.86	5.8	5.98	6.02	6.15	5.84	5.8	6.14
140740	9.74	9.96	9.8	9.66	9.67	9.76	9.47	9.47	9.32	9.36
140741	6.37	5.93	6.03	5.66	5.95	5.91	5.84	5.85	5.95	5.96
140742	8	7.9	8.36	8.11	8.27	8.27	7.88	7.95	7.69	7.36
140743	6.22	5.73	5.86	5.91	5.84	5.92	5.81	5.7	5.56	5.75
140765	5.76	5.51	5.26	5.56	5.5	5.6	5.42	5.43	5.49	5.52
140780	9.59	9.57	9.61	9.52	9.58	9.58	9.92	10.23	9.96	10.05
140781	6.58	6.45	6.82	6.52	6.59	6.72	5.66	6.05	6.28	5.45
140792	10.22	10.06	10.16	10.09	10.04	9.97	10.19	10.25	9.98	9.33
140795	7.37	7.19	7.36	7.36	7.28	6.94	7.93	8.3	7.98	8.58
140806	5.98	6.36	5.96	5.99	6.08	6.16	5.99	5.89	5.98	5.94
140810	7.85	7.75	7.92	7.85	7.71	7.72	7.37	7.51	7.55	7.4
140858	7.15	7.07	7.02	7.11	7.13	7.31	7.07	7.44	7.49	7.18
140859	5.7	5.48	5.63	5.58	5.75	5.62	5.59	5.75	5.78	5.49
140887	8.24	8.38	8.32	8.16	8.24	8.21	8.18	7.91	8.07	8.04
140904	4.98	5.13	4.56	4.77	4.78	4.69	4.62	4.81	4.51	4.83
140917	6.95	7.2	7.41	7.13	7.14	7.25	7.44	7.33	7.28	7.33
140918	3.32	3.81	3.51	3.09	3.15	3.19	3.03	3.02	3.42	3.38
140919	4.46	4.49	4.76	4.09	4.5	4.41	4.48	4.67	4.7	5.02
142681	5.52	5.63	5.18	5.29	5.37	5.65	5.35	5.36	5.17	5.38
142682	8.5	8.74	8.63	8.63	8.47	8.36	7.97	8.07	8.12	7.88
142687	7.44	7.04	7.37	7.04	7.2	7.46	6.15	5.84	6.69	5.66
142688	7.68	7.53	7.81	7.7	7.75	7.62	7.87	7.71	7.82	8.31
142980	8.84	9.13	9.1	9.23	9.31	9.18	9.56	9.24	9.28	9.99
170439	7.02	7.3	6.95	7.18	7.2	7.25	7.69	7.56	7.92	7.18
170441	6.87	6.65	6.71	6.79	6.61	6.87	6.59	6.8	6.69	6.63
170442	6.25	6.42	6.69	6.5	6.47	6.4	5.54	5.02	6.06	5.23
170458	6.22	5.84	5.96	5.81	5.73	5.87	5.87	5.7	6.09	6.03
170459	6.63	6.43	6.62	6.97	6.74	7.03	6.96	6.5	6.74	6.53
170460	7.06	7.07	7.23	7.35	7.26	7.43	7.57	7.72	7.55	7.65
170461	5.81	6.2	6.04	6.21	6.36	6.07	6.19	6.19	6.02	5.73
170472	6.26	6.22	6.02	6.51	6.38	6.23	6.39	6.49	6.23	6.56
170483	6.32	6.27	6.21	5.91	6.02	6.05	5.99	5.91	5.78	6.13
170484	5.16	4.86	4.74	4.67	4.55	4.68	4.71	4.7	4.59	4.86
170571	5.22	5.16	4.47	4.31	4.69	4.54	4.61	4.63	4.8	4.7
170574	4.98	5.15	5.01	4.98	5.11	4.96	4.54	4.83	4.66	5.15
170625	9	9.09	8.8	8.84	8.76	9.09	9.01	9.14	8.76	9.2
170638	5.42	5.41	5.24	5.09	5.3	5.16	4.8	4.6	4.64	4.98
170643	6.93	6.87	6.91	6.83	6.76	7.21	7.11	7.46	6.99	6.83
170644	7.8	7.81	7.9	8.06	7.94	7.78	7.77	7.85	7.83	7.89
170648	1.49	1.49	1.52	1.61	1.57	1.58	1.53	1.71	1.6	1.53
170651	3.05	2.28	3.09	3.64	3.17	3.21	3.24	3.07	3.31	2.29
170654	8.36	8.03	8.02	7.76	7.63	8.04	7.88	7.45	7.55	7.79
170656	4.25	4.15	4.56	4.16	4.38	4.16	4.23	4.11	4.49	4
170657	3.52	4.04	3.46	3.01	3.23	2.96	3.71	3.2	3.19	3.18
170676	7.14	6.91	6.7	6.88	6.92	6.99	6.88	6.9	6.85	6.95
170677	5.31	5.52	5.22	5.18	5.39	5.46	5.26	5.41	5.31	5.29
170706	6.75	7.02	6.65	6.51	6.52	7.04	6.88	7.09	6.93	6.83
170707	8.62	8.63	8.7	8.7	8.62	8.72	8.71	8.73	8.69	8.63
170711	5.7	5.37	5.47	5.29	5.41	5.36	5.38	5.17	5.17	5.55
170716	7.27	7.45	7.7	7.88	7.76	7.68	7.82	7.46	7.53	7.76
170718	10.04	10.07	10.18	9.97	10.06	9.91	10.34	10.33	10.35	10.18
170720	5.31	5.16	5.16	5.09	5.01	5.19	5.02	5.12	4.96	5.03
170721	5.69	5.73	5.38	5.28	5.17	5.51	5.15	5.65	5.29	5.54
170722	4.53	4.53	4.14	4.28	4.44	4.8	4.33	4.27	4.43	4.16
170725	4.77	4.94	4.57	4.5	4.84	4.71	4.77	4.72	4.56	4.52
170728	6.44	6.27	6.51	6.58	6.54	6.63	6.62	6.67	6.66	6.44
170729	5.16	5.17	5.04	4.92	4.97	5.12	5.17	4.95	4.83	5.02
170731	7.39	7.21	7.35	7.4	7.25	7.78	7.48	7.55	7.44	7.46
170732	6.34	6.25	5.97	6.02	6.07	6.21	6.01	5.84	5.92	6.11
170733	4.77	5.37	4.36	5.12	4.86	4.68	5.19	6.01	5.64	5.26
170734	5.58	5.17	5.24	5.22	5.5	5.22	5.23	5.04	5.32	5.4
170735	3.89	4.17	3.4	3.52	3.59	3.6	3.48	3.81	3.57	3.63
170736	8.43	8.57	8.47	8.56	8.39	8.63	7.76	7.78	7.94	7.89
170737	8.03	7.85	7.94	8.22	7.87	8	7.93	8.07	8.2	8.18
170738	5.5	5.25	5.16	5.03	4.99	4.96	4.96	5.07	5.16	5.03
170740	6.63	6.65	6.9	6.98	6.94	6.89	6.73	6.99	6.79	7.06
170741	6.47	7.15	6.62	6.55	6.94	6.54	7.2	7.5	7.05	7.89
170742	5.7	6	5.94	5.92	5.99	5.84	5.92	6.24	6.3	6.43
170743	6.22	6.28	6.68	6.54	6.66	6.35	7.81	8.04	7.64	8.23
170744	6.9	7.87	7.46	7.59	7.6	6.94	8.67	8.79	8.12	8.54
170745	5.96	6.22	6.29	6.57	6.58	5.55	5.39	5.91	5.48	5.49
170748	7.25	6.98	7.21	7.11	7.1	7.18	6.66	6.57	6.6	6.8
170749	7.64	7.46	7.63	7.6	7.38	7.51	7.56	7.54	7.57	7.62
170750	8.89	8.86	8.92	8.9	8.87	9.22	9.4	9.53	9.43	9.31
170752	5.22	5.34	5.05	5.48	5.41	5	5.1	5.56	5.41	5.73
170753	8.35	8.14	8.23	8.37	8.18	7.82	7.38	7.46	7.5	6.89
170755	7.65	7.74	7.71	7.85	7.78	7.73	8.04	8.21	7.96	8.31
170756	8.22	8.28	8.33	8.26	8.29	8.26	8.63	8.69	8.46	8.92
170757	10.46	10.47	10.54	10.4	10.49	10.79	10.16	10.13	10.01	9.79
170758	6.54	6.42	6.18	6.23	6.3	6.2	5.99	6.02	6.13	6.06
170759	7.54	7.69	7.8	7.84	7.69	7.71	8.06	8.27	8.25	8.46
170760	9.01	9.01	9.1	9.04	8.88	9.05	9.03	9.13	8.89	9.05
170761	5.46	5.62	5.62	5.04	5.32	5.62	5.46	5.36	5.26	5.25
170762	8.04	8.15	8.35	8.33	8.36	8.56	8.66	8.76	8.69	8.57
170763	7.1	7.28	7.21	7.34	7.33	7.2	7.32	7.22	7.26	7.29
170765	8.87	9.1	8.95	8.75	9.02	8.59	8.35	8.06	8.33	8.48
170767	6.67	6.62	6.43	6.4	6.7	6.39	6.58	6.73	6.43	6.52
170768	7.68	7.5	7.89	7.65	7.91	7.9	8.13	8.17	8.23	9.02
170770	5.54	5.69	5.59	5.49	5.52	5.31	5.55	5.34	5.28	5.3
170771	4.48	4.48	4.76	4.59	4.94	4.46	4.55	4.52	4.69	4.63
170772	7.44	7.52	7.84	7.73	7.89	7.58	7.39	7.18	7.28	6.99
170776	5.91	5.75	6.3	6.19	6.17	5.38	4.85	4.95	4.73	4.65
170779	5.6	5.24	5.4	4.99	4.95	5.01	5.22	5.34	5.15	4.96
170780	3.82	3.77	3.66	3.52	3.55	3.84	3.57	3.45	3.47	3.37
170786	7.4	7.79	7.94	8.06	7.84	6.21	6.08	6.08	6.15	6.04
170787	6.77	6.77	6.81	6.79	6.75	6.62	6.61	6.63	7.13	6.65
170788	5.73	5.76	5.98	5.54	5.97	5.68	5.56	5.14	5.33	5.23
170789	7.04	6.88	7.21	7.06	7.06	7.07	7.49	7.47	7.35	7.65
170790	8.33	8.3	8.28	8.45	8.19	8.32	7.79	6.57	7.48	8.08
170791	10.6	10.61	10.55	10.53	10.56	10.65	10.35	10.33	10.27	10.33
170799	10.96	10.85	10.76	10.7	10.67	10.31	9.43	8.36	9.12	9.09
170813	5.75	5.77	5.85	5.79	5.95	5.7	6.01	5.68	5.54	5.77
170822	9.58	9.58	9.41	9.52	9.47	9.53	9.18	8.91	9.04	9.15
170823	5.5	5.66	5.89	6.1	5.95	6.27	6.31	6.39	6.36	6.05
170826	5.48	5.67	5.44	5.47	5.44	5.47	5.54	5.71	5.62	5.83
170828	4.96	4.98	4.68	4.8	4.73	4.67	4.66	4.71	4.88	4.82
170829	7.74	7.88	8	8.2	8.14	8.17	8.31	8.34	8.32	8.18
170833	5.85	6.24	6.54	6.37	6.08	6.34	6.42	6.13	6.57	6.52
170834	4.38	4.88	4.14	4.19	4.41	4.41	4.37	4.5	4.57	4.35
170835	6.54	6.32	6.1	6.21	6.21	6.12	6.5	6.53	6.58	7.14
170930	8.09	8.44	8.54	8.38	8.55	8.44	8.68	8.56	8.58	8.55
170935	6.32	5.83	5.74	5.62	5.49	5.8	5.33	5.66	5.59	5.86
170936	7.05	6.9	7.16	7.31	7.23	7.35	7.11	7.12	7.23	6.66
170938	7.31	7.61	7.63	7.64	7.57	7.67	7.56	7.52	7.39	7.59
170939	2.18	2.65	3.04	3.27	3.12	3.01	2	2.44	2.39	2.59
170942	10.83	10.89	11.21	10.54	11.2	11.49	11.65	11.65	11.57	9.17
170947	5.9	5.94	5.5	5.69	5.78	5.75	5.79	5.66	5.42	5.92
170952	5.43	5.49	5.06	4.97	5.39	5.15	5.32	4.97	5.36	5.29
171095	7.53	7.82	7.81	7.83	7.66	7.51	7.68	7.47	7.81	7.88
171166	7.15	7.68	7.48	7.65	7.31	6.8	6.85	5.95	6.37	6.33
171167	6.68	6.64	6.57	6.84	6.79	6.48	6.24	6.6	6.47	6.22
171168	4.39	4.39	4.47	4.17	3.9	4.13	3.97	3.97	4.07	4.03
171170	7.08	7.13	6.97	7.15	6.92	7.08	7.25	7.18	7.21	7.03
171171	6.44	6.82	6.8	6.78	6.85	6.68	6.58	6.96	6.69	6.72
171180	6.43	6.29	5.92	5.97	6.14	5.9	6.24	6.34	6.33	6.84
171183	1.62	1.6	1.54	1.77	2.13	1.53	2.33	1.44	1.78	1.45
171184	5.74	5.41	5.42	5.26	5.25	5.44	4.64	5.36	5.58	5.39
171185	2.96	3.22	3.06	2.97	2.5	3.27	2.29	2.59	2.38	3.28
171186	1.96	1.71	1.56	1.83	1.79	1.62	1.62	1.7	1.84	1.57
171187	2.09	1.83	2.07	1.45	1.66	1.69	2.28	1.74	2.42	2.18
171188	3.02	3.05	3.04	2.56	3.48	3.15	2.42	2.67	3.14	2.55
171189	2.92	2.12	2.21	2.84	2.18	2.58	2.57	2.32	2.83	2.35
171190	4.41	3.88	4.16	4.97	3.91	4.43	4.29	3.86	4.25	4.31
171191	4.53	5.03	4.55	4.66	4.38	3.9	4.08	3.36	4.48	3.61
171192	2.57	3.26	2.71	2.32	2.76	2.97	3.29	2.56	3.34	3.49
171193	1.68	1.45	2.1	1.48	2.12	1.51	1.43	1.42	1.93	1.45
171194	5.07	5.16	4.75	5.14	4.88	4.69	4.97	4.64	5.03	4.54
171195	2.85	3.18	3.2	3.51	3.14	3.5	3.14	3.86	3.58	4.34
171196	2.58	2.42	2.1	3.01	2.74	2.31	1.9	2.34	2.28	2.57
171197	1.73	1.24	1.82	2.16	1.48	1.91	1.69	2.04	2.03	1.61
171198	1.8	1.53	1.59	2.17	1.76	1.87	1.93	2.6	2.37	2.21
171199	3.3	4.39	3.44	3.58	3.1	3.59	3.22	3.77	3.38	3.46
171200	2.73	3.04	2.54	2.5	2.38	2.6	2.35	2.9	3.42	2.82
171201	1.89	1.73	1.24	2	1.99	1.35	1.81	1.91	1.73	1.4
171202	4.32	4.05	4.01	4.03	3.93	4.25	3.87	3.98	3.92	3.84
